timestamp,vehicle_count,people_count,traffic_status,crowd_status,location_type,time_of_day,day_type,advisory
2026-03-28 14:35:24,19,7,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:35:24,18,9,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:35:24,21,8,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:35:25,22,6,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:35:25,23,10,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:35:26,21,4,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:35:26,20,5,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:35:27,22,8,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:35:27,21,10,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:35:27,20,8,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:35:28,22,7,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:35:28,21,7,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:35:28,24,7,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:35:28,21,9,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:35:29,20,6,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:35:29,20,7,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:35:29,20,8,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:35:29,18,7,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:35:30,17,8,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:35:30,21,8,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:35:30,17,6,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:35:31,18,7,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:35:31,17,7,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:35:31,17,8,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:35:31,18,8,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
2026-03-28 14:35:32,21,7,Medium Traffic,Sparse Crowd,road,afternoon,weekend,Moderate traffic flow. Monitor signal timing.
